       Time_s           01           02           03           04           05
   5.5500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7410E-02   2.7410E+02
   5.6000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7419E-02   2.7419E+02
   5.6500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7427E-02   2.7427E+02
   5.7000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7436E-02   2.7436E+02
   5.7500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7444E-02   2.7444E+02
   5.8000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7452E-02   2.7452E+02
   5.8500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7460E-02   2.7460E+02
   5.9000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7469E-02   2.7469E+02
   5.9500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7477E-02   2.7477E+02
   6.0000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7485E-02   2.7485E+02
   6.0500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7493E-02   2.7493E+02
   6.1000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7501E-02   2.7501E+02
   6.1500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7509E-02   2.7509E+02
   6.2000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7517E-02   2.7517E+02
   6.2500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7524E-02   2.7524E+02
   6.3000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7532E-02   2.7532E+02
   6.3500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7540E-02   2.7540E+02
   6.4000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7547E-02   2.7547E+02
   6.4500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7555E-02   2.7555E+02
   6.5000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7562E-02   2.7562E+02
   6.5500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7570E-02   2.7570E+02
   6.6000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7577E-02   2.7577E+02
   6.6500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7585E-02   2.7585E+02
   6.7000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7592E-02   2.7592E+02
   6.7500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7599E-02   2.7599E+02
   6.8000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7606E-02   2.7606E+02
   6.8500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7613E-02   2.7613E+02
   6.9000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7620E-02   2.7620E+02
   6.9500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7627E-02   2.7627E+02
   7.0000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7634E-02   2.7634E+02
   7.0500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7641E-02   2.7641E+02
   7.1000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7648E-02   2.7648E+02
   7.1500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7654E-02   2.7654E+02
   7.2000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7661E-02   2.7661E+02
   7.2500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7668E-02   2.7668E+02
   7.3000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7674E-02   2.7674E+02
   7.3500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7681E-02   2.7681E+02
   7.4000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7687E-02   2.7687E+02
   7.4500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7694E-02   2.7694E+02
   7.5000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7700E-02   2.7700E+02
   7.5500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7706E-02   2.7706E+02
   7.6000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7712E-02   2.7712E+02
   7.6500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7719E-02   2.7719E+02
   7.7000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7725E-02   2.7725E+02
   7.7500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7731E-02   2.7731E+02
   7.8000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7737E-02   2.7737E+02
   7.8500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7743E-02   2.7743E+02
   7.9000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7749E-02   2.7749E+02
   7.9500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7754E-02   2.7754E+02
   8.0000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7760E-02   2.7760E+02
   8.0500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7766E-02   2.7766E+02
   8.1000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7772E-02   2.7772E+02
   8.1500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7777E-02   2.7777E+02
   8.2000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7783E-02   2.7783E+02
   8.2500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7788E-02   2.7788E+02
   8.3000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7794E-02   2.7794E+02
   8.3500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7799E-02   2.7799E+02
   8.4000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7805E-02   2.7805E+02
   8.4500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7810E-02   2.7810E+02
   8.5000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7815E-02   2.7815E+02
   8.5500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7820E-02   2.7820E+02
   8.6000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7826E-02   2.7825E+02
   8.6500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7831E-02   2.7831E+02
   8.7000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7836E-02   2.7836E+02
   8.7500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7841E-02   2.7841E+02
   8.8000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7846E-02   2.7846E+02
   8.8500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7851E-02   2.7851E+02
   8.9000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7856E-02   2.7856E+02
   8.9500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7860E-02   2.7860E+02
   9.0000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7865E-02   2.7865E+02
   9.0500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7870E-02   2.7870E+02
   9.1000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7875E-02   2.7875E+02
   9.1500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7879E-02   2.7879E+02
   9.2000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7884E-02   2.7884E+02
   9.2500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7889E-02   2.7888E+02
   9.3000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7893E-02   2.7893E+02
   9.3500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7898E-02   2.7898E+02
   9.4000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7902E-02   2.7902E+02
   9.4500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7906E-02   2.7906E+02
   9.5000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7911E-02   2.7911E+02
   9.5500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7915E-02   2.7915E+02
   9.6000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7919E-02   2.7919E+02
   9.6500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7924E-02   2.7924E+02
   9.7000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7928E-02   2.7928E+02
   9.7500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7932E-02   2.7932E+02
   9.8000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7936E-02   2.7936E+02
   9.8500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7940E-02   2.7940E+02
   9.9000E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7944E-02   2.7944E+02
   9.9500E-07   4.0000E+01   3.0000E+02   8.8016E+03   2.7948E-02   2.7948E+02
   1.0000E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.7952E-02   2.7952E+02
   1.0050E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.7956E-02   2.7956E+02
   1.0150E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.7964E-02   2.7964E+02
   1.0250E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.7971E-02   2.7971E+02
   1.0350E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.7979E-02   2.7979E+02
   1.0450E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.7986E-02   2.7986E+02
   1.0550E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.7993E-02   2.7993E+02
   1.0650E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8000E-02   2.8000E+02
   1.0750E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8007E-02   2.8007E+02
   1.0850E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8014E-02   2.8014E+02
   1.0950E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8020E-02   2.8020E+02
   1.1050E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8027E-02   2.8027E+02
   1.1150E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8033E-02   2.8033E+02
   1.1250E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8039E-02   2.8039E+02
   1.1350E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8045E-02   2.8045E+02
   1.1450E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8051E-02   2.8051E+02
   1.1550E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8057E-02   2.8057E+02
   1.1650E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8063E-02   2.8063E+02
   1.1750E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8069E-02   2.8069E+02
   1.1850E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8074E-02   2.8074E+02
   1.1950E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8080E-02   2.8080E+02
   1.2050E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8085E-02   2.8085E+02
   1.2150E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8090E-02   2.8090E+02
   1.2250E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8095E-02   2.8095E+02
   1.2350E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8100E-02   2.8100E+02
   1.2450E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8105E-02   2.8105E+02
   1.2550E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8110E-02   2.8110E+02
   1.2650E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8114E-02   2.8114E+02
   1.2750E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8119E-02   2.8119E+02
   1.2850E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8123E-02   2.8123E+02
   1.2950E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8128E-02   2.8128E+02
   1.3050E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8132E-02   2.8132E+02
   1.3150E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8136E-02   2.8136E+02
   1.3250E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8140E-02   2.8140E+02
   1.3350E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8144E-02   2.8144E+02
   1.3450E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8148E-02   2.8148E+02
   1.3550E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8152E-02   2.8152E+02
   1.3650E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8156E-02   2.8156E+02
   1.3750E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8159E-02   2.8159E+02
   1.3850E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8163E-02   2.8163E+02
   1.3950E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8166E-02   2.8166E+02
   1.4050E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8170E-02   2.8170E+02
   1.4150E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8173E-02   2.8173E+02
   1.4250E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8176E-02   2.8176E+02
   1.4350E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8179E-02   2.8179E+02
   1.4450E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8183E-02   2.8183E+02
   1.4550E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8186E-02   2.8186E+02
   1.4650E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8189E-02   2.8189E+02
   1.4750E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8192E-02   2.8191E+02
   1.4850E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8194E-02   2.8194E+02
   1.4950E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8197E-02   2.8197E+02
   1.5050E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8200E-02   2.8200E+02
   1.5150E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8202E-02   2.8202E+02
   1.5250E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8205E-02   2.8205E+02
   1.5350E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8207E-02   2.8207E+02
   1.5450E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8210E-02   2.8210E+02
   1.5550E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8212E-02   2.8212E+02
   1.5650E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8215E-02   2.8215E+02
   1.5750E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8217E-02   2.8217E+02
   1.5850E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8219E-02   2.8219E+02
   1.5950E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8221E-02   2.8221E+02
   1.6050E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8223E-02   2.8223E+02
   1.6150E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8225E-02   2.8225E+02
   1.6250E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8227E-02   2.8227E+02
   1.6350E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8229E-02   2.8229E+02
   1.6450E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8231E-02   2.8231E+02
   1.6550E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8233E-02   2.8233E+02
   1.6650E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8235E-02   2.8235E+02
   1.6750E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8236E-02   2.8236E+02
   1.6850E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8238E-02   2.8238E+02
   1.6950E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8240E-02   2.8240E+02
   1.7050E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8241E-02   2.8241E+02
   1.7150E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8243E-02   2.8243E+02
   1.7250E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8244E-02   2.8244E+02
   1.7350E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8246E-02   2.8246E+02
   1.7450E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8247E-02   2.8247E+02
   1.7550E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8249E-02   2.8248E+02
   1.7650E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8250E-02   2.8250E+02
   1.7750E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8251E-02   2.8251E+02
   1.7850E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8252E-02   2.8252E+02
   1.7950E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8253E-02   2.8253E+02
   1.8050E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8255E-02   2.8255E+02
   1.8150E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8256E-02   2.8256E+02
   1.8250E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8257E-02   2.8257E+02
   1.8350E-06   4.0000E+01   3.0000E+02   8.8016E+03   2.8258E-02   2.8258E+02
